fif,ansys,nominal_deg,absolute_deg,f0,duration_s,best_roll_deg,gof,pearson_r,amp_ratio,sigma_now_deg,sigma_full_deg,residual_over_noise,relative_to_first_deg,set_angle_deg,set_relative_to_first_deg,error_deg
260911/260911_r0_2a_2b_7p5_60_130_raw.fif,data/r0_ansys.fld_compressed.npz,0.0,202.0636112148201,130.14249999999842,121.3998,202.0636112148201,0.8110614962100806,0.8112043972429624,0.06686182928937964,0.20756763646376808,0.17046388149829853,43.7975598459787,0.0,0.0,0.0,0.0
260911/260911_r2_2a_2b_7p5_60_130_raw.fif,data/r0_ansys.fld_compressed.npz,0.0,200.07982117117714,130.14249999999842,121.7998,200.07982117117714,0.740939040405018,0.7419005460361953,0.06538941229531871,0.10796903616192896,0.08881498759566558,37.82251973619283,-1.983790043642955,2.0,2.0,0.01620995635704503
260911/260911_r5_2a_2b_7p5_60_130_raw.fif,data/r0_ansys.fld_compressed.npz,0.0,196.13300548846672,130.14249999999842,121.3998,196.13300548846672,0.6908638685709866,0.6961169139611814,0.06034131146411713,0.10109260975588878,0.08302179927162971,32.631070680783075,-5.930605726353377,5.0,5.0,-0.9306057263533773
260911/260911_r11_7p5_60_130_raw.fif,data/r0_ansys.fld_compressed.npz,0.0,193.74423400506245,130.14249999999842,120.7998,193.74423400506245,0.6746763834851754,0.7137761270936577,0.05826783774030055,0.17901022597658586,0.14664751087734437,32.82919830490904,-8.319377209757647,11.0,11.0,2.680622790242353
260911/260911_r22_2a_2b_7p5_60_130_raw.fif,data/r0_ansys.fld_compressed.npz,0.0,197.91554109505736,130.14249999999842,123.5998,197.91554109505736,0.5551293703752402,0.5386036023703524,0.03818743201203579,0.507640377020959,0.4206576481776443,16.227764790266303,-4.148070119762735,22.0,22.0,17.851929880237265
260911/260911_r45_2a_2b_7p5_60_130_raw.fif,data/r0_ansys.fld_compressed.npz,0.0,34.648453861934726,130.14249999999842,181.1998,34.648453861934726,0.4406326701529516,0.44072049017796605,0.03326081723438654,0.4423282464577858,0.44379997980119457,64.43776662142778,-167.4151573528854,45.0,45.0,-122.41515735288539
260911/260911_r90_2a_2b_7p5_60_130_raw.fif,data/r0_ansys.fld_compressed.npz,0.0,255.10556117941437,130.14249999999842,181.3998,255.10556117941437,0.9388844578912966,0.9414494494996001,0.07074668196563882,0.1623730238732627,0.1630031615942388,48.41134371270631,53.04194996459427,90.0,90.0,-36.95805003540573
